source,reference,greedy,beam4,bleu_greedy,bleu_beam4,error_type
and thou child shalt be called the prophet of the highest for thou shalt go before the face of the lord to prepare his ways,اور اے لڑکے تو خدا تعالے کا نبی کہلائے گا کیونکہ تو خداوند کی راہیں تیّار کرنے کو اس کے آگے آگے چلے گا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6888429635370448,0.2941033889134051,Severe Under-generation
and all went to be taxed every one into his own city,اور سب لوگ نام لکھوانے کے لئے اپنے اپنے شہر کو گئے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.0665731856960705,1.3732428802850667,Complete Hallucination
and lo the angel of the lord came upon them and the glory of the lord shone round about them and they were sore afraid,اور خداوند کا فرشتہ ان کے پاس آکھڑ ہؤا اور خداوند کا جلال ان کے چوگرد چمکا اور وہ نہایت ڈر گئے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.7602497886937578,0.3290990795466057,Complete Hallucination
and the angel said unto them fear not for behold i bring you good tidings of great joy which shall be to all people,مگر فرشتہ نے ان سے کہا ڈرو مت کیونکہ دیکھو میں تمہیں بڑی خوشی کی بشارت دیتا ہوں جو ساری امّت کے واسطے ہوگی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6888429635370448,0.3254789030330574,Severe Under-generation
then took he him up in his arms and blessed god and said,تو اس نے اسے اپنی گود میں لیا اور خدا کی حمد کرکے کہا کہ .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,3.716901224541089,2.506892812892832,Complete Hallucination
yea a sword shall pierce through thy own soul also that the thoughts of many hearts may be revealed,بلکہ خود تیری جان بھی تلوار سے چھد جائے گی تاکہ بہت لوگوں کے دلوں کے خیال کھل جائیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.026229873226064,0.6007729539904239,Complete Hallucination
then came also publicans to be baptized and said unto him master what shall we do,اور محصول لینے والے بھی بپتسمہ لینے کو آئے اور اس سے پوچھا کہ اے استاد ہم کیا کریں,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,3.0473019544157065,1.4756614907059353,Complete Hallucination
but herod the tetrarch being reproved by him for herodias his brother philip s wife and for all the evils which herod had done,لیکن چوتھائی ملک کے حاکم ہیرودیس نے اپنے بھائی فلپّس کی بیوی ہیرودیاس کے سبب سے اور ان سے برائیوں کے باعث جو ہیرودیس نے کی تھیں یوحنّا سے ملامت اٹھا کر .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.3516793178707452,0.10379735644785475,Severe Under-generation
being forty days tempted of the devil and in those days he did eat nothing and when they were ended he afterward hungered,اور ابلیس اسے آزماتا رہا . ان دنوں میں اس نے کچھ نہ کھایا اور جب وہ دن پورے ہوگئے تو اسے بھوک لگی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.5111792661510868,0.6930381556979814,Severe Under-generation
and jesus answered him saying it is written that man shall not live by bread alone but by every word of god,یسوع نے اس کو جواب دیا لکھا ہے کہ آدمی صرف روٹی ہی سے جیتا نہ رہے گا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.9115226880167664,1.8555460893093974,Partial Match
and the devil taking him up into an high mountain shewed unto him all the kingdoms of the world in a moment of time,اور ابلیس نے اسے اونچے پر لے جاکر دنیا کی سب سلطنتیں پل بھر میں دکھائیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.5330482086557378,0.9222243386316821,Complete Hallucination
and the devil said unto him all this power will i give thee and the glory of them for that is delivered unto me and to whomsoever i will i give it,اور اس سے کہا کہ یہ سارا اختیار اور ان کی شان و شوکت میں تجھے دے دونگا کیونکہ یہ میرے سپرد ہے اور جس کو چاہتا ہوں دیتا ہوں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.0428558923242863,0.31603808149038504,Severe Under-generation
and in their hands they shall bear thee up lest at any time thou dash thy foot against a stone,اور یہ بھی کہ وہ تجھے ہاتھوں پر اٹھا لیں گے . مبادا تیرے پاؤں کو پتھّر سے ٹھیس لگے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.0276329458009685,0.5207967965819312,Complete Hallucination
but he passing through the midst of them went his way,مگر وہ ان کے بیچ میں نکل کر چلا گیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.1225219367639365,1.8273910508530697,Complete Hallucination
and they were astonished at his doctrine for his word was with power,اور لوگ اس کی تعلیم سے حیران تھے کیونکہ اس کا کلام اختیار کے ساتھ تھا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.7418790644029574,1.0967157451294751,Complete Hallucination
and in the synagogue there was a man which had a spirit of an unclean devil and cried out with a loud voice,اور عبادت خانہ میں ایک آدمی تھا جس میں ناپاک دیو کی روح تھی وہ بڑی آواز سے چلا اٹھا کہ .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.9298407413672353,0.45146723321756704,Complete Hallucination
i came not to call the righteous but sinners to repentance,میں راستبازوں کو نہیں بلکہ گنہگاروں کو توبہ کے لئے بلانے آیا ہوں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.5724029245513735,1.1904339039084089,Complete Hallucination
and they said unto him why do the disciples of john fast often and make prayers and likewise the disciples of the pharisees but thine eat and drink,اور انہوں نے اس سے کہا کہ یوحنّا کے شاگرد اکثر روزہ رکھتے اور دعائیں کیا کرتے ہیں اور اسی طرح فریسیوں کے بھی مگر تیرے شاگرد کھاتے پیتے ہیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.7903085101372234,0.672935932514739,Severe Under-generation
and no man putteth new wine into old bottles else the new wine will burst the bottles and be spilled and the bottles shall perish,اور کوئی شخص نئی مے پرانی مشکوں میں نہیں بھرتا نہیں تو نئی مے مشکوں کو پھاڑ کر خود بھی بہ جائے گی اور مشکیں بھی برباد ہو جائیں گی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.3416022500241027,0.1049518544766955,Severe Under-generation
and when it was day he called unto him his disciples and of them he chose twelve whom also he named apostles,جب دن ہؤا تو اس نے اپنے شاگردوں کو پاس بلا کر ان میں سے بارہ چن لئے اور ان کو رسول کا لقب دیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.4458193785243867,0.6455795442953864,Severe Under-generation
matthew and thomas james the son of alphaeus and simon called zelotes,اور متّی اور توما اور حلفئی کا بیٹا یعقوب اور شمعون جو زیلوتیس کہلاتا تھا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.530955070335912,0.8945840476941364,Complete Hallucination
bless them that curse you and pray for them which despitefully use you,جو تم پر لعنت کرے ان کے لئے برکت چاہو . جو تمہاری تحقیر کریں ان کے لئے دعا کرو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.7808321839708445,0.437936159321364,Complete Hallucination
but love ye your enemies and do good and lend hoping for nothing again and your reward shall be great and ye shall be the children of the highest for he is kind unto the unthankful and to the evil,مگر تم اپنے دشمنوں سے محبت رکھّو اور بھلا کرو اور بغیر ناامید ہوئے قرض دو تو تمہارا اجر بڑا ہوگا اور تم خدا تعالے کے بیٹے ٹھہرو گے کیونکہ وہ ناشکرو اور بدوں پر بھی مہربان ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.3726522190043629,0.09379251509516606,Severe Under-generation
and why beholdest thou the mote that is in thy brother s eye but perceivest not the beam that is in thine own eye,تو کیوں اپنے بھائی کی آنکھ کے تنکے کو دیکھتا ہے اور اپنی آنکھ کے شہتیر پر غور نہیں کرتا,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.026229873226064,0.5051878233919322,Complete Hallucination
and when he heard of jesus he sent unto him the elders of the jews beseeching him that he would come and heal his servant,اس نے یسوع کی خبر سنکر یہودیوں کے کئی بزرگوں کو اس کے پاس بھیجا اور اس سے درخواست کی کہ آکر میرے نوکر کو اچھّا کر .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.6305374202992464,0.6100292024629257,Severe Under-generation
wherefore neither thought i myself worthy to come unto thee but say in a word and my servant shall be healed,اسی سبب سے میں نے اپنے آپ کو بھی تیرے پاس آنے کے لائق نہ سمجھا بلکہ زبان سے کہہ دے تو میرا خادم شفا پائے گا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.5483610079889423,0.2120296698380968,Severe Under-generation
and when the lord saw her he had compassion on her and said unto her weep not,اسے دیکھ کر خداوند کو ترس آیا اور اس سے کہا مت رو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,5.398802189082523,3.335952843809588,Partial Match
and this rumour of him went forth throughout all judaea and throughout all the region round about,اور اس کی نسبت یہ خبر سارے یہودیہ اور تمام گردنواح میں پھیل گئی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,3.822749005968956,1.2272151761999943,Complete Hallucination
when the men were come unto him they said john baptist hath sent us unto thee saying art thou he that should come or look we for another,انہوں نے اس کے پاس آکر کہا یوحنّا بپتسمہ دینے والے نے ہمیں تیرے پاس یہ پوچھنے کو بھیجا ہے کہ آنے والا تو ہی ہے یا ہم دوسرے کی راہ دیکھیں,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6983532599794972,0.2549544894286606,Severe Under-generation
for i say unto you among those that are born of women there is not a greater prophet than john the baptist but he that is least in the kingdom of god is greater than he,میں تم سے کہتا ہوں جو عورتوں سے پیدا ہوئے ہیں ان میں یوحنّا بپتسمہ دینے والے سے کوئی بڑا نہیں لیکن جو خدا کی بادشاہی میں چھوٹا ہے وہ اس سے بڑا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6990472097513534,0.21224068580234923,Severe Under-generation
and the lord said whereunto then shall i liken the men of this generation and to what are they like,پس اس زمانہ کے آدمیوں کو میں کس سے تشبیہ دوں اور وہ کس کی مانند ہیں,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.5330482086557378,0.9222243386316821,Complete Hallucination
and when they had nothing to pay he frankly forgave them both tell me therefore which of them will love him most,جب ان کے پاس ادا کرنے کو کچھ نہ رہا تو اس نے دونوں کو بخش دیا . پس ان میں سے کون اس سے زیادہ محبّت رکھّیگا,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.4733568799432262,0.6100292024629257,Severe Under-generation
and joanna the wife of chuza herod s steward and susanna and many others which ministered unto him of their substance,اور یوأنہّ ہیرودیس کے دیوان خوزہ کی بیوی اور سوسنّاہ اور بہتیری اور عورتیں بھی تھیں جو اپنے مال سے ان کی خدمت کرتی تھیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6232908885590982,0.2549517280906635,Severe Under-generation
and other fell on good ground and sprang up and bare fruit an hundredfold and when he had said these things he cried he that hath ears to hear let him hear,اور کچھ اچھّی زمین میں گرا اور اگ کر سو گنا پھل لایا . یہ کہہ کر اس نے پکارا . جس کے سننے کے کان ہوں وہ سن لے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.8293527654877483,0.2941065742962576,Severe Under-generation
for nothing is secret that shall not be made manifest neither any thing hid that shall not be known and come abroad,کیونکہ کوئی چیز چھپی نہیں جو ظاہر نہ ہو جائے گی اور نہ کوئی ایسی پوشیدہ بات ہے جو معلوم نہ ہوگی اور ظہور میں نہ آئے گی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.46174524702947806,0.16608551346329573,Severe Under-generation
then came to him his mother and his brethren and could not come at him for the press,پھر اس کی ماں اور اس کے بھائی اس کے پاس آئے مگر بھیڑ کے سبب سے اس تک پہنچ نہ سکے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.9516520222652072,0.4654163816593119,Complete Hallucination
and they came to him and awoke him saying master master we perish then he arose and rebuked the wind and the raging of the water and they ceased and there was a calm,انہوں نے پاس آکر اسے جگایا اور کہا کہ صاحب صاحب ہم ہلاک ہوئے جاتے ہیں اس نے اٹھ کر ہوا کو اور پانی کے زور شور کو جھڑکا اور دونوں تھم گئے اور امن ہوگیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.4551584481264364,0.12481084386640215,Severe Under-generation
and when he went forth to land there met him out of the city a certain man which had devils long time and ware no clothes neither abode in any house but in the tombs,جب وہ کنارے پر اترا تو اس شہر کا ایک مرد اسے ملا جس میں بد روحیں تھیں اور اس نے بڑی مدّت سے کپڑے نہ پہنے تھے اور وہ گھر میں نہیں بلکہ قبروں میں رہا کرتا تھا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.7618301459136415,0.09238220000816955,Severe Under-generation
and when he came into the house he suffered no man to go in save peter and james and john and the father and the mother of the maiden,اور گھر میں پہنچکر پطرس اور یوحنّا اور یعقوب اور لڑکی کے ماں باپ کے سوا کسی کو اپنے ساتھ اندر نہ جانے دیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6224398820246168,0.2473104854512514,Severe Under-generation
then he called his twelve disciples together and gave them power and authority over all devils and to cure diseases,پھر اس نے ان بارہ کو بلا کر انہیں سب بد روحوں پر اور بیماریوں کو دور کرنے کے لئے قدرت اور اختیار بخشا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.5111792661510868,0.6930381556979814,Severe Under-generation
and of some that elias had appeared and of others that one of the old prophets was risen again,اور بعض یہ کہ ایلیاہ ظاہر ہؤا ہے اور بعض یہ کہ قدیم نبیوں میں سے کو جی اٹھا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.254414551807602,1.2272284679549552,Complete Hallucination
and the people when they knew it followed him and he received them and spake unto them of the kingdom of god and healed them that had need of healing,یہ جان کر بھیڑ اس کے پیچھے گئی اور وہ خوشی کے ساتھ ان سے ملا اور ان سے خدا کی بادشاہی کی باتیں کرنے لگا اور جو شفا پانے کے محتاج تھے انہیں شفا بخشی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.23573769654490007,0.05861624820260252,Severe Under-generation
but i say unto you that it shall be more tolerable in that day for sodom than for that city,میں تم سے کہتا ہوں کہ اس دن سدوم کا حال اس شہر کے حال سے زیادہ برداشت کے لائق ہوگا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.0565030580719499,0.5368880459329236,Complete Hallucination
for i tell you that many prophets and kings have desired to see those things which ye see and have not seen them and to hear those things which ye hear and have not heard them,کیونکہ میں تم سے کہتا ہوں کہ بہت سے نبیوں اور بادشاہوں نے چاہا کہ جو باتیں تم دیکھتے ہو دیکھیں مگر نہ دیکھیں اور جو باتیں تم سنتے ہو سنیں مگر نہ سنیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.28793067276226614,0.07800135645180446,Severe Under-generation
but a certain samaritan as he journeyed came where he was and when he saw him he had compassion on him,لیکن ایک سامری سفر کرتے کرتے وہاں آ نکلا اور اسے دیکھ کر اس نے ترس کھایا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,3.0431413386849986,1.883873025062594,Complete Hallucination
and it came to pass that as he was praying in a certain place when he ceased one of his disciples said unto him lord teach us to pray as john also taught his disciples,پھر ایسا ہؤا کہ وہ کسی جگہ دعا کر رہا تھا . جب کر چکا تو اس کے شاگردوں میں سے ایک نے اس سے کہا اے خداوند جیسا یوحنّا نے اپنے شاگردوں کو دعا کرنا سکھایا تو بھی ہمیں سکھا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6237337690813844,0.14782179266816645,Severe Under-generation
give us day by day our daily bread,ہماری روز کی روٹی ہر روز ہمیں دے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.345749517489102,2.43173156087631,Complete Hallucination
and forgive us our sins for we also forgive every one that is indebted to us and lead us not into temptation but deliver us from evil,اور ہمارے گناہ معاف کر کیونکہ ہم بھی اپنے ہر قرضدار کو معاف کرتے ہیں اور ہمیں آزمایش میں نہ لا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.8402059569374971,0.3796371780171649,Complete Hallucination
for a friend of mine in his journey is come to me and i have nothing to set before him,کیونکہ میرا ایک دوست سفر کرکے میرے پاس آیا ہے اور میرے پاس کچھ نہیں کہ اس کے آگے رکھوں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.104263464508972,0.5763563986150694,Complete Hallucination
but he said yea rather blessed are they that hear the word of god and keep it,اس نے کہا ہاں . مگر زیادہ مبارک وہ ہیں جو خدا کا کلام سنتے اور اس پر عمل کرتے ہیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.565011597249171,1.143188998433658,Complete Hallucination
and when the pharisee saw it he marvelled that he had not first washed before dinner,فریسی نے یہ دیکھ کر تعجّب کیا کہ اس نے کھانے سے پہلے غسل نہیں کیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,3.363191307108456,2.335223113530872,Partial Match
then answered one of the lawyers and said unto him master thus saying thou reproachest us also,پھر شرع کے عالموں میں سے ایک نے جواب میں اس سے کہا اے استاد ان باتوں کے کہنے سے تو ہمیں بھی بے عزّت کرتا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.4733568799432262,0.6100292024629257,Severe Under-generation
truly ye bear witness that ye allow the deeds of your fathers for they indeed killed them and ye build their sepulchres,پس تم گواہ ہو اور اپنے باپ دادا کے کاموں کو پسند کرتے ہو کیونکہ انہوں نے تو ان کو قتل کیا تھا اور تم ان کی قبریں بناتے ہو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.3780450338306234,0.12480949207641645,Severe Under-generation
laying wait for him and seeking to catch something out of his mouth that they might accuse him,اور اسی کی گھات میں رہے تاکہ اس کے منہ کی کوئی بات پکڑیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.8724693104446257,1.2272151761999943,Complete Hallucination
therefore whatsoever ye have spoken in darkness shall be heard in the light and that which ye have spoken in the ear in closets shall be proclaimed upon the housetops,اس لئے جو کچھ تم نے اندھرے میں کہا ہے وہ اجالے میں سنا جائے گا اور جو کچھ تم نے کوٹھریوں کے اندر کان میں کہا ہے کوٹھوں پر اس کی منادی کی جائے گی .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.24673135688324543,0.06660091639746275,Severe Under-generation
and when they bring you unto the synagogues and unto magistrates and powers take ye no thought how or what thing ye shall answer or what ye shall say,اور جب وہ تم کو عبادتخانوں میں اور حاکموں اور اختیار والوں کے پاس لے جائیں تو فکر نہ کرنا کہ ہم کس طرح یا کیا جواب دیں یا کیا کہیں .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.3090944979070834,0.09098044318364452,Severe Under-generation
the life is more than meat and the body is more than raiment,کیونکہ جان خوراک سے بڑھ کر ہے اور بدن پوشاک سے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.871873064468394,2.084825635462658,Partial Match
for all these things do the nations of the world seek after and your father knoweth that ye have need of these things,کیونکہ ان سب چیزوں کی تلاش میں دنیا کی قومیں رہتی ہیں لیکن تمہارا باپ جانتا ہے کہ تم ان چیزوں کے محتاج ہو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6224398820246168,0.2941033889134051,Severe Under-generation
and he said also to the people when ye see a cloud rise out of the west straightway ye say there cometh a shower and so it is,پھر اس نے لوگوں سے بھی کہا جب بادل کو پچھّم سے اٹھتے دیکھتے ہو تو فورأ کہتے ہو کہ مینہ برسیگا اور ایسا ہی ہوتا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.531244891454754,0.6100292024629257,Severe Under-generation
ye hypocrites ye can discern the face of the sky and of the earth but how is it that ye do not discern this time,اے ریاکارو زمین اور آسمان کی صورت میں تو امتیاز کرنا تمہیں آتا ہے لیکن اس زمانہ کی بابت امتیاز کرنا کیوں نہیں آتا,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.7612892104221858,0.3392673743305262,Severe Under-generation
or those eighteen upon whom the tower in siloam fell and slew them think ye that they were sinners above all men that dwelt in jerusalem,یا کیا وہ اٹھارہ آدمی جن پر شیلوخ کا برج گرا اور دب کر مر گئے تمہاری دانست میں یروشلیم کے اور سب رہنے والوں سے زیادہ قصوروار تھے,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.4172339303731591,0.13966071289685794,Severe Under-generation
it is like a grain of mustard seed which a man took and cast into his garden and it grew and waxed a great tree and the fowls of the air lodged in the branches of it,وہ رائی کے دانے کی مانند ہے جس کو ایک آدمی نے لے کر اپنے باغ میں ڈال دیا . وہ اگ کر بڑا درخت ہوگیا اور ہوا کے پرندوں نے اس کی ڈالیوں پر بسیرا کیا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.4354724282820426,0.1162639128075776,Severe Under-generation
and again he said whereunto shall i liken the kingdom of god,اس نے پھر کہا میں خدا کی بادشاہی کو کس سے تشبیہ دوں,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,4.669116179644531,3.8482384252395274,Partial Match
there shall be weeping and gnashing of teeth when ye shall see abraham and isaac and jacob and all the prophets in the kingdom of god and you yourselves thrust out,وہاں رونا اور دانت پیسنا ہوگا جب تم ابرہام اور اضحاق اور یعقوب اور سب نبیوں کو خدا کی بادشاہی میں شامل اور اپنے آپ کو باہر نکالا ہؤا دیکھو گے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.3090944979070834,0.09098044318364452,Severe Under-generation
and he said unto them go ye and tell that fox behold i cast out devils and i do cures to day and to morrow and the third day i shall be perfected,اس نے ان سے کہا کہ جاکر اس لومڑی سے کہہ دو کہ دیکھ میں آج اور کل بد روحوں کو نکالتا اور شفا بخشنے کا کام انجام دیتا رہونگا اور تیسرے دن کمال کو پہنچونگا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.5235065504101575,0.14181249794615744,Severe Under-generation
nevertheless i must walk to day and to morrow and the day following for it cannot be that a prophet perish out of jerusalem,مگر مجھے آج اور کل اور پرسوں اپنی راہ پر چلنا ضرور ہے کیونکہ ممکن نہیں کہ نبی یروشلیم سے باہر ہلاک ہو .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.818058494941366,0.3754610691157943,Severe Under-generation
and he put forth a parable to those which were bidden when he marked how they chose out the chief rooms saying unto them,جب اس نے دیکھا کے مہمان صدر جگہ کس طرح پسند کرتے ہیں تو ان سے ایک تمثیل کہی کہ .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,2.254414551807602,1.318742811142266,Complete Hallucination
for whosoever exalteth himself shall be abased and he that humbleth himself shall be exalted,کیونکہ جو کوئی اپنے آپ کو بڑا بنائے گا وہ چھوٹا کیا جائے گا اور جو اپنے آپ کو چھوٹا بنائے گا وہ بڑا کیا جائے گا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.46111480588281506,0.1611077095599111,Severe Under-generation
but when thou makest a feast call the poor the maimed the lame the blind,بلکہ جب تو ضیافت کرے تو غریبوں لنجوں لنگڑوں اندھوں کو بلا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.7377739837112747,1.3732428802850667,Complete Hallucination
and thou shalt be blessed for they cannot recompense thee for thou shalt be recompensed at the resurrection of the just,اور تجھ پر برکت ہوگی کیونکہ ان کے پاس تجھ بدلہ دینے کو کچھ نہیں اور تجھے راستبازوں کی قیامت میں بدلہ ملے گا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.6224398820246168,0.2473104854512514,Severe Under-generation
either what woman having ten pieces of silver if she lose one piece doth not light a candle and sweep the house and seek diligently till she find it,یا کون ایسی عورت ہے جس کے پاس دس درہم ہوں اور ایک کھو جائے تو وہ چراغ جلا کر گھر میں جھاڑو نہ دے اور جب تک مل نہ جائے کوشش سے ڈھونڈتی نہ رہے,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.2292959037703728,0.061099445879549304,Severe Under-generation
and he would fain have filled his belly with the husks that the swine did eat and no man gave unto him,اور اسے آرزو تھی کہ جو پھلیاں سوأر کھاتے تھے انہی سے اپنا پیٹ بھرے مگر کوئی اسے نہ دیتا تھا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.9298407413672353,0.45146723321756704,Complete Hallucination
and he called him and said unto him how is it that i hear this of thee give an account of thy stewardship for thou mayest be no longer steward,پس اس نے اس کو بلا کر کہا کہ یہ کیا ہے جو میں تیرے حق میں سنتا ہوں اپنی مختاری کا حساب دے کیونکہ آگے کو تو مختار نہیں رہ سکتا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.4657806347465687,0.5347084956030219,Severe Under-generation
the law and the prophets were until john since that time the kingdom of god is preached and every man presseth into it,شریعت اور انبیا یوحنّا تک رہے . اس وقت سے خدا کی بادشاہی کی خوشخبری دی جاتی ہے اور ہر ایک زور مار کر اس میں داخل ہوتا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,1.014358703921632,0.3854863362154254,Severe Under-generation
and it came to pass that the beggar died and was carried by the angels into abraham s bosom the rich man also died and was buried,اور ایسا ہؤا کہ وہ غریب مر گیا اور فرشتوں نے اسے لیجا کر ابرہام کی گود میں پہنچا دیا اور دولتمند بھی مؤا اور دفن ہؤا .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.5103074185766351,0.19159043449043817,Severe Under-generation
take heed to yourselves if thy brother trespass against thee rebuke him and if he repent forgive him,اور اگر وہ ایک دن میں سات دفعہ تیرا گناہ کرے اور ساتوں دفعہ تیرے پاس پھر آکر کہے کہ توبہ کرتا ہوں تو اسے معاف کر .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,0.46111480588281506,0.1611077095599111,Severe Under-generation
there are not found that returned to give glory to god save this stranger,پھر اس سے کہا اٹھ کر چلا جا . تیرے ایمان نے تجھے اچھّا کیا ہے .,اور اس نے اس سے <unk> سے <unk> ہے .,اس نے اس سے <unk> ہے .,4.228989179977219,2.936387608721987,Partial Match
